Unnamed: 0,budget,genres,id,keywords,original_language,original_title,overview,popularity,production_companies,release_date,revenue,runtime,spoken_languages,tagline,vote_average,vote_count,cast,crew,director,important_feature,weighted_avg
614,69000000,"['animation', 'family']",20352,"['adoptive father', 'orphanage', ""life's dream""]",en,Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",113.858273,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]",2010-07-08,543513985,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Superbad. Superdad.,7.1,6478,"['steve carell', 'jason segel', 'russell brand']","['christopher meledandri', 'mary hidalgo', 'gregory perler']",Pierre Coffin,adoptive father orphanage life's dream steve carell jason segel russell brand christopher meledandri mary hidalgo gregory perler Pierre Coffin animation family,5.739178978897578
616,68000000,['comedy'],214756,"['sperm bank', 'sequel', 'buddy']",en,Ted 2,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",68.734513,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Fuzzy Door Productions"", ""id"": 8789}, {""name"": ""Bluegrass Films"", ""id"": 13778}, {""name"": ""Smart Entertainment"", ""id"": 44783}, {""name"": ""Media Rights Capital (MRC)"", ""id"": 86655}]",2015-06-25,217022588,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Ted is Coming, Again.",6.2,2463,"['mark wahlberg', 'seth macfarlane', 'amanda seyfried']","['sheila jaffe', 'jeff freeman', 'scott stuber']",Seth MacFarlane,sperm bank sequel buddy mark wahlberg seth macfarlane amanda seyfried sheila jaffe jeff freeman scott stuber Seth MacFarlane comedy,3.963118392521154
628,70000000,"['drama', 'history', 'war']",857,"['war crimes', 'self sacrifice', 'war veteran']",en,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",76.041867,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""Mark Gordon Productions"", ""id"": 11362}]",1998-07-24,481840909,169.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",The mission is a man.,7.9,5048,"['tom hanks', 'matt damon', 'vin diesel']","['john williams', 'denise chamian', 'gary levinsohn']",Steven Spielberg,war crimes self sacrifice war veteran tom hanks matt damon vin diesel john williams denise chamian gary levinsohn Steven Spielberg drama history war,6.042016553770006
631,59000000,"['animation', 'comedy', 'family']",425,"['human evolution', 'parents kids relationship', 'squirrel']",en,Ice Age,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",99.561972,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]",2002-03-10,383257136,81.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",They came. They thawed. They conquered.,7.1,3857,"['ray romano', 'john leguizamo', 'denis leary']","['david newman', 'chris wedge', 'carlos saldanha']",Chris Wedge,human evolution parents kids relationship squirrel ray romano john leguizamo denis leary david newman chris wedge carlos saldanha Chris Wedge animation comedy family,5.115453479403063
634,63000000,"['action', 'science fiction']",603,"['saving the world', 'artificial intelligence', 'man vs machine']",en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",104.309993,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Groucho II Film Partnership"", ""id"": 372}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]",1999-03-30,463517383,136.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Welcome to the Real World.,7.9,8907,"['keanu reeves', 'laurence fishburne', 'carrie-anne moss']","['barrie m. osborne', 'joel silver', 'mali finn']",Lilly Wachowski,saving the world artificial intelligence man vs machine keanu reeves laurence fishburne carrie-anne moss barrie m. osborne joel silver mali finn Lilly Wachowski action science fiction,6.70784974338049
637,61000000,"['drama', 'music', 'romance']",82695,"['france', 'robbery', 'brothel']",en,Les Misérables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",48.356214,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""CAMERON MACKINTOSH"", ""id"": 7923}, {""name"": ""Working Title Films"", ""id"": 10163}]",2012-12-18,441809770,157.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Fight. Dream. Hope. Love.,7.1,1884,"['hugh jackman', 'russell crowe', 'anne hathaway']","['william nicholson', 'paco delgado', 'tim bevan']",Tom Hooper,france robbery brothel hugh jackman russell crowe anne hathaway william nicholson paco delgado tim bevan Tom Hooper drama music romance,4.070035023393624
652,50100000,"['romance', 'comedy', 'crime']",256591,"['seduction', 'con man', 'femme fatale']",en,Focus,"Nicky, a veteran con artist, takes a novice named Jess under his wing. While Nicky teaches Jess the tricks of the trade, the pair become romantically involved; but, when Jess gets uncomfortably close, Nicky ends their relationship. Three years later, Nicky is in Buenos Aires working a very dangerous scheme when Jess -- now an accomplished femme fatale -- unexpectedly shows up. Her appearance throws Nicky for a loop at a time when he cannot afford to be off his game.",59.634029,"[{""name"": ""Kramer & Sigman Films"", ""id"": 21914}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Zaftig Films"", ""id"": 47586}]",2015-02-25,153962963,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Never Drop The Con.,6.7,2542,"['will smith', 'margot robbie', 'rodrigo santoro']","['denise di novi', 'bernard telsey', 'xavier grobet']",Glenn Ficarra,seduction con man femme fatale will smith margot robbie rodrigo santoro denise di novi bernard telsey xavier grobet Glenn Ficarra romance comedy crime,4.291890170463387
662,63000000,['drama'],550,"['support group', 'dual identity', 'nihilism']",en,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",146.757391,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Taurus Film"", ""id"": 20555}, {""name"": ""Linson Films"", ""id"": 54050}, {""name"": ""Atman Entertainment"", ""id"": 54051}, {""name"": ""Knickerbocker Films"", ""id"": 54052}]",1999-10-15,100853753,139.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Mischief. Mayhem. Soap.,8.3,9413,"['edward norton', 'brad pitt', 'meat loaf']","['arnon milchan', 'michael kaplan', 'art linson']",David Fincher,support group dual identity nihilism edward norton brad pitt meat loaf arnon milchan michael kaplan art linson David Fincher drama,7.0953140900286025
675,63000000,"['adventure', 'science fiction']",329,"['exotic island', 'dna', 'paleontology']",en,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",40.413191,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]",1993-06-11,920100000,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",An adventure 65 million years in the making.,7.6,4856,"['sam neill', 'laura dern', 'jeff goldblum']","['john williams', 'steven spielberg', 'kathleen kennedy']",Steven Spielberg,exotic island dna paleontology sam neill laura dern jeff goldblum john williams steven spielberg kathleen kennedy Steven Spielberg adventure science fiction,5.7720411433915615
684,44000000,"['crime', 'drama', 'mystery']",273248,"['bounty hunter', 'wyoming', 'mountains']",en,The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,68.717016,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""FilmColony"", ""id"": 1811}]",2015-12-25,155760117,167.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",No one comes up here without a damn good reason.,7.6,4274,"['samuel l. jackson', 'kurt russell', 'jennifer jason leigh']","['quentin tarantino', 'quentin tarantino', 'robert richardson']",Quentin Tarantino,bounty hunter wyoming mountains samuel l. jackson kurt russell jennifer jason leigh quentin tarantino quentin tarantino robert richardson Quentin Tarantino crime drama mystery,5.5986421711084
687,65000000,"['action', 'adventure', 'war']",1271,"['evisceration', 'javelin', 'shield']",en,300,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",65.197968,"[{""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Hollywood Gang Productions"", ""id"": 2994}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Nimar Studios"", ""id"": 7636}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]",2006-12-09,422610419,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Spartans, prepare for glory!",7.0,4997,"['gerard butler', 'lena headey', 'dominic west']","['william hoy', 'frank miller', 'frank miller']",Zack Snyder,evisceration javelin shield gerard butler lena headey dominic west william hoy frank miller frank miller Zack Snyder action adventure war,5.3724643031346195
690,60000000,"['fantasy', 'drama', 'crime']",497,"['southern usa', 'black people', 'mentally disabled']",en,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",103.698022,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Darkwoods Productions"", ""id"": 3982}, {""name"": ""Warner Bros."", ""id"": 6194}]",1999-12-10,284600000,189.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Miracles do happen.,8.2,4048,"['tom hanks', 'michael clarke duncan', 'david morse']","['thomas newman', 'mark a. mangini', 'david valdes']",Frank Darabont,southern usa black people mentally disabled tom hanks michael clarke duncan david morse thomas newman mark a. mangini david valdes Frank Darabont fantasy drama crime,5.933108128848694
693,61000000,"['mystery', 'thriller', 'drama']",210577,"['based on novel', 'marriage crisis', 'disappearance']",en,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",143.041543,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Pacific Standard"", ""id"": 15829}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Artemple - Hollywood"", ""id"": 60682}]",2014-10-01,369330363,145.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You don't know what you've got 'til it's...,7.9,5862,"['ben affleck', 'rosamund pike', 'carrie coon']","['arnon milchan', 'reese witherspoon', 'trent reznor']",David Fincher,based on novel marriage crisis disappearance ben affleck rosamund pike carrie coon arnon milchan reese witherspoon trent reznor David Fincher mystery thriller drama,6.2378368563868865
694,60000000,"['action', 'drama', 'mystery']",2501,"['paris', 'barcelona spain', 'assassin']",en,The Bourne Identity,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy – but who does he work for?",86.476817,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}, {""name"": ""Hypnotic"", ""id"": 7384}, {""name"": ""Kalima Productions GmbH & Co. KG"", ""id"": 7385}, {""name"": ""Stillking Films"", ""id"": 11345}]",2002-06-14,214034224,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""nl"", ""name"": ""Nederlands""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",He was the perfect weapon until he became the target.,7.3,3583,"['matt damon', 'franka potente', 'chris cooper']","['don burgess', 'dan weil', 'frank marshall']",Doug Liman,paris barcelona spain assassin matt damon franka potente chris cooper don burgess dan weil frank marshall Doug Liman action drama mystery,5.147198805491601
